Gene_set	Term	Overlap	P-value	Adjusted P-value	Old P-value	Old Adjusted P-value	Odds Ratio	Combined Score	Genes
GO_Biological_Process_2021	positive regulation of voltage-gated potassium channel activity (GO:1903818)	2/11	0.011279248321816659	0.07042299913749632	0	0	14.683818046234153	65.85385022173678	NOS1AP;AKAP6
GO_Biological_Process_2021	presynaptic membrane organization (GO:0097090)	2/11	0.011279248321816659	0.07042299913749632	0	0	14.683818046234153	65.85385022173678	PTPRD;NLGN1
GO_Biological_Process_2021	protein kinase C-activating G protein-coupled receptor signaling pathway (GO:0007205)	2/11	0.011279248321816659	0.07042299913749632	0	0	14.683818046234153	65.85385022173678	PRKD3;DGKH
GO_Biological_Process_2021	sodium ion transport (GO:0006814)	5/90	0.011454339552636002	0.07121187270809021	0	0	3.911266201395813	17.480960829943964	SLC6A16;SLC6A1;NALCN;SLC6A4;SCN1A
GO_Biological_Process_2021	negative regulation of developmental growth (GO:0048640)	3/32	0.012017915319055564	0.07346516435623505	0	0	6.851619644723092	30.293455102217468	DCC;KIAA0319;SLC6A4
GO_Biological_Process_2021	establishment or maintenance of epithelial cell apical/basal polarity (GO:0045197)	3/32	0.012017915319055564	0.07346516435623505	0	0	6.851619644723092	30.293455102217468	DLG1;DLG2;PARD3B
GO_Biological_Process_2021	positive regulation of lamellipodium organization (GO:1902745)	3/32	0.012017915319055564	0.07346516435623505	0	0	6.851619644723092	30.293455102217468	CARMIL1;AUTS2;PLCE1
GO_Biological_Process_2021	membrane depolarization (GO:0051899)	3/32	0.012017915319055564	0.07346516435623505	0	0	6.851619644723092	30.293455102217468	CACNB4;CACNA1G;SCN1A
GO_Biological_Process_2021	regulation of neurotransmitter secretion (GO:0046928)	3/33	0.013075612331423356	0.07959779006753967	0	0	6.622895622895622	28.723540954014954	RIMS2;RIMS1;CHRNA3
GO_Biological_Process_2021	brain morphogenesis (GO:0048854)	2/12	0.0134021306472713	0.07992046071699335	0	0	13.21476510067114	56.98658102858597	CTNNA2;SLC6A4
GO_Biological_Process_2021	regulation of cell communication by electrical coupling involved in cardiac conduction (GO:1901844)	2/12	0.0134021306472713	0.07992046071699335	0	0	13.21476510067114	56.98658102858597	CAMK2D;PDE4D
GO_Biological_Process_2021	regulation of nucleobase-containing compound metabolic process (GO:0019219)	2/12	0.0134021306472713	0.07992046071699335	0	0	13.21476510067114	56.98658102858597	NOVA1;NOVA2
GO_Biological_Process_2021	positive regulation of actin filament depolymerization (GO:0030836)	2/12	0.0134021306472713	0.07992046071699335	0	0	13.21476510067114	56.98658102858597	SEMA5A;CARMIL1
GO_Biological_Process_2021	eye photoreceptor cell differentiation (GO:0001754)	2/12	0.0134021306472713	0.07992046071699335	0	0	13.21476510067114	56.98658102858597	DSCAM;RORB
GO_Biological_Process_2021	neuron projection development (GO:0031175)	7/171	0.014867082191490391	0.0882959637470222	0	0	2.845916923333056	11.977342352931947	CNTNAP2;NLGN1;GRM7;PTPRM;PLXNB1;CNTN4;NYAP2
GO_Biological_Process_2021	cellular response to amyloid-beta (GO:1904646)	3/35	0.015345782216394254	0.0907699911666073	0	0	6.208333333333332	25.931678246479112	GRIN2A;GRM5;CACNA2D1
GO_Biological_Process_2021	calcium ion homeostasis (GO:0055074)	5/97	0.015445299946816291	0.0909902549286234	0	0	3.6123802505526896	15.065253139444401	PKHD1;RYR2;CHRNA7;HTR2C;HTR2A
GO_Biological_Process_2021	atrial cardiac muscle cell action potential (GO:0086014)	2/13	0.01568347615805325	0.0912890783542462	0	0	12.01281269066504	49.915009759323645	CACNB2;CACNA1C
GO_Biological_Process_2021	negative regulation of mononuclear cell migration (GO:0071676)	2/13	0.01568347615805325	0.0912890783542462	0	0	12.01281269066504	49.915009759323645	ADTRP;PLCB1
GO_Biological_Process_2021	regulation of membrane repolarization (GO:0060306)	2/13	0.01568347615805325	0.0912890783542462	0	0	12.01281269066504	49.915009759323645	CACNA2D1;AKAP6
GO_Biological_Process_2021	regulation of cardiac muscle contraction (GO:0055117)	3/36	0.016558809359610956	0.09562221531380083	0	0	6.019895928986838	24.686612149463443	RYR2;PDE4D;PDE4B
GO_Biological_Process_2021	regulation of sodium ion transport (GO:0002028)	3/36	0.016558809359610956	0.09562221531380083	0	0	6.019895928986838	24.686612149463443	NKAIN2;DLG1;ANK3
GO_Biological_Process_2021	cellular calcium ion homeostasis (GO:0006874)	6/136	0.016828686240091498	0.0967980732156444	0	0	3.0722135007849287	12.548979347682115	PKHD1;RYR2;CAMK2D;CHRNA7;HTR2C;HTR2A
GO_Biological_Process_2021	cell-cell junction assembly (GO:0007043)	4/66	0.01728014019938289	0.0990050385541114	0	0	4.280296425457717	17.370287834647872	CDH10;CDH8;CDH18;CDH7
GO_Biological_Process_2021	negative regulation of coagulation (GO:0050819)	2/14	0.018118086134139243	0.1014196315784576	0	0	11.01118568232662	44.164154696121685	HS3ST5;ADTRP
GO_Biological_Process_2021	aorta development (GO:0035904)	2/14	0.018118086134139243	0.1014196315784576	0	0	11.01118568232662	44.164154696121685	ROBO2;ROBO1
GO_Biological_Process_2021	cGMP-mediated signaling (GO:0019934)	2/14	0.018118086134139243	0.1014196315784576	0	0	11.01118568232662	44.164154696121685	PDE3A;HTR2C
GO_Biological_Process_2021	positive regulation of cyclase activity (GO:0031281)	2/14	0.018118086134139243	0.1014196315784576	0	0	11.01118568232662	44.164154696121685	CACNA1D;CACNA1C
GO_Biological_Process_2021	positive regulation of long-term synaptic potentiation (GO:1900273)	2/14	0.018118086134139243	0.1014196315784576	0	0	11.01118568232662	44.164154696121685	RELN;CHRNA7
GO_Biological_Process_2021	synaptic membrane adhesion (GO:0099560)	2/14	0.018118086134139243	0.1014196315784576	0	0	11.01118568232662	44.164154696121685	PTPRD;GPC6
GO_Biological_Process_2021	positive regulation of cell motility (GO:2000147)	8/221	0.018746513551464984	0.10453685610187154	0	0	2.50652775098077	9.967827936756864	SEMA5A;CARMIL1;SEMA6A;SEMA6D;CDH13;DRD1;SEMA4G;SMIM22
GO_Biological_Process_2021	cellular metal ion homeostasis (GO:0006875)	5/104	0.020272209227567367	0.11261482008165748	0	0	3.3557609998287963	13.082448803190756	PKHD1;RYR2;CHRNA7;HTR2C;HTR2A
GO_Biological_Process_2021	regulation of synaptic transmission, GABAergic (GO:0032228)	2/15	0.02070088124588021	0.11369920112868792	0	0	10.163655136809501	39.41037579646029	NLGN1;CNTNAP4
GO_Biological_Process_2021	response to ethanol (GO:0045471)	2/15	0.02070088124588021	0.11369920112868792	0	0	10.163655136809501	39.41037579646029	GRIN2A;GRIN2B
GO_Biological_Process_2021	positive regulation of lyase activity (GO:0051349)	2/15	0.02070088124588021	0.11369920112868792	0	0	10.163655136809501	39.41037579646029	CACNA1D;CACNA1C
GO_Biological_Process_2021	neuron development (GO:0048666)	6/143	0.0209936620603105	0.11487543172327205	0	0	2.914196335468494	11.259098645646395	CNTNAP2;NLGN1;TENM4;MYT1L;PTPRM;CNTN4
GO_Biological_Process_2021	negative regulation of cell migration (GO:0030336)	6/144	0.021640701126602456	0.11797412069390367	0	0	2.8929310854776693	11.089123917581748	PTPRT;MACIR;NAV3;MAGI2;ADTRP;ROBO1
GO_Biological_Process_2021	negative regulation of protein kinase B signaling (GO:0051898)	3/40	0.021934709456702815	0.1186911500601586	0	0	5.368004368004368	20.504085711257854	PKHD1;MAGI2;SH2B3
GO_Biological_Process_2021	positive regulation of cation channel activity (GO:2001259)	3/40	0.021934709456702815	0.1186911500601586	0	0	5.368004368004368	20.504085711257854	RELN;AKAP6;ANK3
GO_Biological_Process_2021	negative regulation of cell-cell adhesion (GO:0022408)	3/41	0.023410069674460254	0.12537252635584015	0	0	5.226475279106858	19.623266702584232	NOTCH4;ADTRP;MUC21
GO_Biological_Process_2021	positive regulation of cation transmembrane transport (GO:1904064)	3/41	0.023410069674460254	0.12537252635584015	0	0	5.226475279106858	19.623266702584232	NOS1AP;AKAP6;ANK3
GO_Biological_Process_2021	protein localization to endoplasmic reticulum (GO:0070972)	2/16	0.023426899175321262	0.12537252635584015	0	0	9.437200383509108	35.426026984341796	RYR2;SEC16B
GO_Biological_Process_2021	regulation of GTPase activity (GO:0043087)	7/189	0.024238665880905817	0.12924339727008538	0	0	2.56208978734576	9.530477366298976	PLXND1;PLXNA2;PLXNB1;PLXNC1;RGS8;PLXNA4;RGS7
GO_Biological_Process_2021	regulation of peptide hormone secretion (GO:0090276)	4/74	0.025159346455097445	0.1336647460759904	0	0	3.7895752895752897	13.955208862214661	HTR2C;CACNA1D;CACNA1C;RAPGEF4
GO_Biological_Process_2021	cellular divalent inorganic cation homeostasis (GO:0072503)	5/111	0.02599315484199509	0.13477746660259265	0	0	3.1330348576910776	11.435333013423898	PKHD1;RYR2;CHRNA7;HTR2C;HTR2A
GO_Biological_Process_2021	pulmonary valve morphogenesis (GO:0003184)	2/17	0.026291292253072487	0.13477746660259265	0	0	8.807606263982104	32.04662941593047	ROBO2;ROBO1
GO_Biological_Process_2021	cell communication by electrical coupling involved in cardiac conduction (GO:0086064)	2/17	0.026291292253072487	0.13477746660259265	0	0	8.807606263982104	32.04662941593047	RYR2;CACNA1C
GO_Biological_Process_2021	regulation of metal ion transport (GO:0010959)	2/17	0.026291292253072487	0.13477746660259265	0	0	8.807606263982104	32.04662941593047	DLG1;CACNA2D1
GO_Biological_Process_2021	positive regulation of cardiac muscle tissue growth (GO:0055023)	2/17	0.026291292253072487	0.13477746660259265	0	0	8.807606263982104	32.04662941593047	ERBB4;AKAP6
GO_Biological_Process_2021	positive regulation of dendrite extension (GO:1903861)	2/17	0.026291292253072487	0.13477746660259265	0	0	8.807606263982104	32.04662941593047	RIMS2;RIMS1
GO_Biological_Process_2021	gliogenesis (GO:0042063)	2/17	0.026291292253072487	0.13477746660259265	0	0	8.807606263982104	32.04662941593047	RELN;NFIB
GO_Biological_Process_2021	positive regulation of heart rate (GO:0010460)	2/17	0.026291292253072487	0.13477746660259265	0	0	8.807606263982104	32.04662941593047	RYR2;PDE4D
GO_Biological_Process_2021	positive regulation of regulated secretory pathway (GO:1903307)	2/17	0.026291292253072487	0.13477746660259265	0	0	8.807606263982104	32.04662941593047	NLGN1;CACNA1G
GO_Biological_Process_2021	positive regulation of transcription of Notch receptor target (GO:0007221)	2/17	0.026291292253072487	0.13477746660259265	0	0	8.807606263982104	32.04662941593047	PLXND1;NOTCH4
GO_Biological_Process_2021	regulation of ERK1 and ERK2 cascade (GO:0070372)	8/238	0.02764275033353183	0.14120999383667834	0	0	2.3192376414532463	8.322333287247515	PKHD1;EPHA7;DLG1;SEMA6A;ERBB4;CHRNA7;HTR2C;HTR2A
GO_Biological_Process_2021	negative regulation of developmental process (GO:0051093)	4/77	0.028588612109356894	0.14359632235348052	0	0	3.633283968900407	12.91540462895504	DCC;NFIB;NOTCH4;KIAA0319
GO_Biological_Process_2021	positive regulation of endothelial cell proliferation (GO:0001938)	4/77	0.028588612109356894	0.14359632235348052	0	0	3.633283968900407	12.91540462895504	SEMA5A;NRP2;CDH13;JCAD
GO_Biological_Process_2021	pulmonary valve development (GO:0003177)	2/18	0.029289325161764	0.14359632235348052	0	0	8.256711409395972	29.150585152617744	ROBO2;ROBO1
GO_Biological_Process_2021	cell migration involved in sprouting angiogenesis (GO:0002042)	2/18	0.029289325161764	0.14359632235348052	0	0	8.256711409395972	29.150585152617744	ADTRP;ROBO1
GO_Biological_Process_2021	regulation of dendrite extension (GO:1903859)	2/18	0.029289325161764	0.14359632235348052	0	0	8.256711409395972	29.150585152617744	RIMS2;RIMS1
GO_Biological_Process_2021	regulation of presynapse assembly (GO:1905606)	2/18	0.029289325161764	0.14359632235348052	0	0	8.256711409395972	29.150585152617744	PTPRD;GPC6
GO_Biological_Process_2021	regulation of presynapse organization (GO:0099174)	2/18	0.029289325161764	0.14359632235348052	0	0	8.256711409395972	29.150585152617744	PTPRD;GPC6
GO_Biological_Process_2021	endothelial cell proliferation (GO:0001935)	2/18	0.029289325161764	0.14359632235348052	0	0	8.256711409395972	29.150585152617744	SEMA5A;DLG1
GO_Biological_Process_2021	positive regulation of cardiac muscle hypertrophy (GO:0010613)	2/18	0.029289325161764	0.14359632235348052	0	0	8.256711409395972	29.150585152617744	CAMK2D;AKAP6
GO_Biological_Process_2021	G protein-coupled acetylcholine receptor signaling pathway (GO:0007213)	2/18	0.029289325161764	0.14359632235348052	0	0	8.256711409395972	29.150585152617744	PLCB1;RGS8
GO_Biological_Process_2021	positive regulation of CREB transcription factor activity (GO:0032793)	2/18	0.029289325161764	0.14359632235348052	0	0	8.256711409395972	29.150585152617744	CRTC3;RELN
GO_Biological_Process_2021	regulation of ventricular cardiac muscle cell membrane repolarization (GO:0060307)	2/18	0.029289325161764	0.14359632235348052	0	0	8.256711409395972	29.150585152617744	CACNA2D1;NOS1AP
GO_Biological_Process_2021	positive regulation of chemotaxis (GO:0050921)	3/45	0.02983655206116615	0.14530400853787914	0	0	4.7277537277537265	16.603970648298077	SEMA5A;DSCAM;CDH13
GO_Biological_Process_2021	positive regulation of Notch signaling pathway (GO:0045747)	3/45	0.02983655206116615	0.14530400853787914	0	0	4.7277537277537265	16.603970648298077	ROBO2;NOTCH4;ROBO1
GO_Biological_Process_2021	negative regulation of intracellular signal transduction (GO:1902532)	7/198	0.03018368585938552	0.14602107629325245	0	0	2.440237299644408	8.541937693923748	PKHD1;PDE11A;PDE10A;PDE4D;MAGI2;PDE3A;SH2B3
GO_Biological_Process_2021	regulation of signal transduction (GO:0009966)	7/198	0.03018368585938552	0.14602107629325245	0	0	2.440237299644408	8.541937693923748	SEMA5A;RGS4;CHRNA7;PLCE1;DCDC2;PLCB1;RGS8
GO_Biological_Process_2021	regulation of neuron differentiation (GO:0045664)	4/79	0.031021606952403944	0.14957943154277942	0	0	3.536036036036036	12.280905339081215	NLGN1;BRINP1;NRCAM;CNTN4
GO_Biological_Process_2021	adrenergic receptor signaling pathway (GO:0071875)	2/20	0.035667917470440534	0.1702968216480837	0	0	7.338553318419089	24.46309437936168	PDE4D;DRD1
GO_Biological_Process_2021	regulation of smooth muscle contraction (GO:0006940)	2/20	0.035667917470440534	0.1702968216480837	0	0	7.338553318419089	24.46309437936168	CHRNA3;PLCE1
GO_Biological_Process_2021	positive regulation of embryonic development (GO:0040019)	2/20	0.035667917470440534	0.1702968216480837	0	0	7.338553318419089	24.46309437936168	TENM4;PLCB1
GO_Biological_Process_2021	aminoglycan biosynthetic process (GO:0006023)	3/49	0.03709650366438645	0.17654069007709638	0	0	4.31576635924462	14.217138038937915	GPC5;HS3ST5;GPC6
GO_Biological_Process_2021	calcium-mediated signaling using intracellular calcium source (GO:0035584)	2/21	0.03903954786765581	0.1822285766125099	0	0	6.951960438007772	22.54645973993538	RYR2;GRM5
GO_Biological_Process_2021	regulation of dendritic spine development (GO:0060998)	2/21	0.03903954786765581	0.1822285766125099	0	0	6.951960438007772	22.54645973993538	NLGN1;PPFIA2
GO_Biological_Process_2021	heparan sulfate proteoglycan metabolic process (GO:0030201)	2/21	0.03903954786765581	0.1822285766125099	0	0	6.951960438007772	22.54645973993538	NDST3;HS3ST5
GO_Biological_Process_2021	protein localization to chromatin (GO:0071168)	2/21	0.03903954786765581	0.1822285766125099	0	0	6.951960438007772	22.54645973993538	PPHLN1;LEMD2
GO_Biological_Process_2021	regulation of cellular component movement (GO:0051270)	3/50	0.0390400715124679	0.1822285766125099	0	0	4.223726627981947	13.698249489225711	PKHD1;ERBB4;NRG1
GO_Biological_Process_2021	positive regulation of cell morphogenesis involved in differentiation (GO:0010770)	3/50	0.0390400715124679	0.1822285766125099	0	0	4.223726627981947	13.698249489225711	PTPRD;CARMIL1;CUX2
GO_Biological_Process_2021	transmembrane receptor protein tyrosine kinase signaling pathway (GO:0007169)	11/404	0.042179816795047904	0.1953832779767357	0	0	1.8698944328517215	5.91973694064502	PTPRT;EPHA7;NRP2;CHRNA3;RBFOX2;ERBB4;LMTK2;NRG1;PLCB1;GRIN2B;ANKS1B
GO_Biological_Process_2021	negative regulation of interleukin-2 production (GO:0032703)	2/22	0.04252695578138395	0.1953832779767357	0	0	6.604026845637584	20.852988429658954	NAV3;HOMER3
GO_Biological_Process_2021	positive regulation of axon extension (GO:0045773)	2/22	0.04252695578138395	0.1953832779767357	0	0	6.604026845637584	20.852988429658954	SEMA5A;DSCAM
GO_Biological_Process_2021	positive regulation of calcium ion transmembrane transporter activity (GO:1901021)	2/22	0.04252695578138395	0.1953832779767357	0	0	6.604026845637584	20.852988429658954	RYR2;AKAP6
GO_Biological_Process_2021	protein localization to cell junction (GO:1902414)	2/22	0.04252695578138395	0.1953832779767357	0	0	6.604026845637584	20.852988429658954	NLGN1;PCLO
GO_Biological_Process_2021	negative regulation of multicellular organismal process (GO:0051241)	7/214	0.04303279448523537	0.1960716245133841	0	0	2.249773293103164	7.077320607999183	NFIB;NOVA1;NOVA2;HS3ST5;USF3;ROBO1;SLC6A4
GO_Biological_Process_2021	plasma membrane bounded cell projection morphogenesis (GO:0120039)	3/52	0.04307939183353614	0.1960716245133841	0	0	4.050917336631622	12.7389624611157	CNTNAP2;PLXNB1;NYAP2
GO_Biological_Process_2021	positive regulation of developmental growth (GO:0048639)	3/52	0.04307939183353614	0.1960716245133841	0	0	4.050917336631622	12.7389624611157	RIMS2;RIMS1;PLCB1
GO_Biological_Process_2021	positive regulation of neuron projection development (GO:0010976)	4/88	0.043440556338253854	0.19710140624282266	0	0	3.1557271557271562	9.897502091048157	CUX2;RELN;MAGI2;ZNF804A
GO_Biological_Process_2021	plasma membrane bounded cell projection organization (GO:0120036)	5/128	0.04387169346403216	0.19844131316083893	0	0	2.6976712140002754	8.434231182495498	CARMIL1;CNTNAP2;NLGN1;PTPRM;CNTN4
GO_Biological_Process_2021	cardiac muscle tissue development (GO:0048738)	3/53	0.04517443471796116	0.20370323803376933	0	0	3.9696969696969697	12.295040551585565	NRG1;SGCZ;CACNA1G
GO_Biological_Process_2021	artery development (GO:0060840)	2/23	0.0461259345762886	0.20483279761689246	0	0	6.28922978587408	19.348060194146658	ROBO2;ROBO1
GO_Biological_Process_2021	blood vessel endothelial cell migration (GO:0043534)	2/23	0.0461259345762886	0.20483279761689246	0	0	6.28922978587408	19.348060194146658	ADTRP;ROBO1
GO_Biological_Process_2021	regulation of cysteine-type endopeptidase activity (GO:2000116)	2/23	0.0461259345762886	0.20483279761689246	0	0	6.28922978587408	19.348060194146658	EPHA7;GRIN2B
GO_Biological_Process_2021	diacylglycerol metabolic process (GO:0046339)	2/23	0.0461259345762886	0.20483279761689246	0	0	6.28922978587408	19.348060194146658	PLCE1;DGKH
GO_Biological_Process_2021	regulation of supramolecular fiber organization (GO:1902903)	2/23	0.0461259345762886	0.20483279761689246	0	0	6.28922978587408	19.348060194146658	CHRNA7;MAP1B
GO_Biological_Process_2021	regulation of mRNA splicing, via spliceosome (GO:0048024)	4/90	0.04652844311308809	0.20599410723703548	0	0	3.0820238843494656	9.45469839125728	RBFOX1;RBFOX2;NOVA1;NOVA2
GO_Biological_Process_2021	negative regulation of cellular process (GO:0048523)	14/566	0.047187054909356055	0.2082330691502432	0	0	1.6980338502077632	5.185176758316753	SEMA5A;PLXND1;DSCAM;NOTCH4;MAGI2;PKHD1;BRINP1;ERBB4;PLXNA2;CDH13;PLXNB1;PLXNC1;SH2B3;PLXNA4
GO_Biological_Process_2021	glycosaminoglycan metabolic process (GO:0030203)	3/54	0.0473192189992339	0.2082330691502432	0	0	3.8916617151911272	11.872832341867776	GPC5;HS3ST5;GPC6
GO_Biological_Process_2021	cellular response to metal ion (GO:0071248)	5/131	0.047635092099389334	0.20899360227389727	0	0	2.6330373957492603	8.015454420095702	CAMK2D;NLGN1;DLG2;ANK3;CARF
GO_Biological_Process_2021	regulation of endothelial cell proliferation (GO:0001936)	4/92	0.04973543653028082	0.21603888082755585	0	0	3.0116707616707616	9.038137168368673	SEMA5A;NRP2;PTPRM;CDH13
GO_Biological_Process_2021	purine nucleotide metabolic process (GO:0006163)	2/24	0.04983237702866962	0.21603888082755585	0	0	6.003050640634532	18.003691337316972	NT5C2;FHIT
GO_Biological_Process_2021	purine ribonucleotide catabolic process (GO:0009154)	2/24	0.04983237702866962	0.21603888082755585	0	0	6.003050640634532	18.003691337316972	PDE4D;NT5C2
GO_Biological_Process_2021	positive regulation of lamellipodium assembly (GO:0010592)	2/24	0.04983237702866962	0.21603888082755585	0	0	6.003050640634532	18.003691337316972	AUTS2;PLCE1
GO_Biological_Process_2021	positive regulation of cell migration (GO:0030335)	8/269	0.05066592448866823	0.21900270910634406	0	0	2.0405185535086336	6.085850044847432	SEMA5A;CARMIL1;SEMA6A;SEMA6D;CDH13;DRD1;SEMA4G;SMIM22
GO_Biological_Process_2021	glycosaminoglycan catabolic process (GO:0006027)	3/56	0.05175633370857966	0.2230560576644097	0	0	3.74442538593482	11.088024144979437	NCAN;GPC5;GPC6
GO_Biological_Process_2021	regulation of kinase activity (GO:0043549)	4/94	0.053061132801302514	0.22782372470215936	0	0	2.9444444444444446	8.645803377565956	EPHA7;ERBB4;PLCE1;LMTK2
GO_Biological_Process_2021	regulation of AMPA receptor activity (GO:2000311)	2/25	0.05364227330427298	0.22782372470215936	0	0	5.741756638459294	16.797037307112124	NLGN1;RELN
GO_Biological_Process_2021	cellular polysaccharide biosynthetic process (GO:0033692)	2/25	0.05364227330427298	0.22782372470215936	0	0	5.741756638459294	16.797037307112124	NDST4;NDST3
GO_Biological_Process_2021	regulation of microtubule depolymerization (GO:0031114)	2/25	0.05364227330427298	0.22782372470215936	0	0	5.741756638459294	16.797037307112124	NAV3;MAP1B
GO_Biological_Process_2021	divalent inorganic cation homeostasis (GO:0072507)	2/25	0.05364227330427298	0.22782372470215936	0	0	5.741756638459294	16.797037307112124	ANK3;CNNM2
GO_Biological_Process_2021	cellular response to peptide (GO:1901653)	3/57	0.05404777197135315	0.22888056478303465	0	0	3.6748971193415643	10.722934374196507	GRM5;GRIN2A;CACNA2D1
GO_Biological_Process_2021	negative regulation of neuron projection development (GO:0010977)	3/58	0.0563871694157208	0.2380972673883471	0	0	3.6078971533516984	10.374557472527208	NLGN1;DCC;KIAA0319
GO_Biological_Process_2021	regulation of potassium ion transmembrane transporter activity (GO:1901016)	2/26	0.057551708943187424	0.2409256354326557	0	0	5.502237136465324	15.709280155741869	DLG1;CACNA1D
GO_Biological_Process_2021	positive regulation of interleukin-2 production (GO:0032743)	2/26	0.057551708943187424	0.2409256354326557	0	0	5.502237136465324	15.709280155741869	PDE4D;PDE4B
GO_Biological_Process_2021	lamellipodium assembly (GO:0030032)	2/26	0.057551708943187424	0.2409256354326557	0	0	5.502237136465324	15.709280155741869	CARMIL1;CDH13
GO_Biological_Process_2021	glycosaminoglycan biosynthetic process (GO:0006024)	4/97	0.058270982778214415	0.2432397309684893	0	0	2.84902644580064	8.09878796643954	NCAN;GPC5;HS3ST5;GPC6
GO_Biological_Process_2021	plasma membrane bounded cell projection assembly (GO:0120031)	8/278	0.059149420669999564	0.246203144156323	0	0	1.971588026382547	5.5750367551419036	PKHD1;CARMIL1;MACIR;EXOC4;DCDC2;CDH13;DISC1;VSTM5
GO_Biological_Process_2021	enzyme linked receptor protein signaling pathway (GO:0007167)	5/140	0.06004037912678236	0.24920168722792346	0	0	2.4563716258631514	6.909129710201047	PTPRD;PTPRT;EPHA7;ERBB4;LMTK2
GO_Biological_Process_2021	calcium-ion regulated exocytosis (GO:0017156)	2/27	0.06155686299926461	0.2533368361744383	0	0	5.281879194630872	14.72479075639285	RIMS2;RIMS1
GO_Biological_Process_2021	positive regulation of muscle cell differentiation (GO:0051149)	2/27	0.06155686299926461	0.2533368361744383	0	0	5.281879194630872	14.72479075639285	NRG1;CTNNA2
GO_Biological_Process_2021	positive regulation of striated muscle cell differentiation (GO:0051155)	2/27	0.06155686299926461	0.2533368361744383	0	0	5.281879194630872	14.72479075639285	AKAP6;NRG1
GO_Biological_Process_2021	negative regulation of axonogenesis (GO:0050771)	2/28	0.06565400603509194	0.2664458411590815	0	0	5.0784718637067625	13.830490167554302	DCC;KIAA0319
GO_Biological_Process_2021	regulation of calcineurin-NFAT signaling cascade (GO:0070884)	2/28	0.06565400603509194	0.2664458411590815	0	0	5.0784718637067625	13.830490167554302	AKAP6;HOMER3
GO_Biological_Process_2021	regulation of muscle contraction (GO:0006937)	2/28	0.06565400603509194	0.2664458411590815	0	0	5.0784718637067625	13.830490167554302	CHRNA3;PLCE1
GO_Biological_Process_2021	regulation of sodium ion transmembrane transport (GO:1902305)	2/28	0.06565400603509194	0.2664458411590815	0	0	5.0784718637067625	13.830490167554302	CAMK2D;DLG1
GO_Biological_Process_2021	ventricular septum morphogenesis (GO:0060412)	2/28	0.06565400603509194	0.2664458411590815	0	0	5.0784718637067625	13.830490167554302	ROBO2;ROBO1
GO_Biological_Process_2021	calcium-mediated signaling (GO:0019722)	4/102	0.06753757933505188	0.2706020402165394	0	0	2.7029784886927746	7.284719222666941	RYR2;GRM5;PLCE1;CACNA1C
GO_Biological_Process_2021	neuropeptide signaling pathway (GO:0007218)	3/63	0.06878564130499679	0.2706020402165394	0	0	3.3063973063973062	8.850432906216248	NXPH2;SORCS1;SORCS3
GO_Biological_Process_2021	positive regulation of Ras protein signal transduction (GO:0046579)	3/63	0.06878564130499679	0.2706020402165394	0	0	3.3063973063973062	8.850432906216248	AUTS2;STK19;ROBO1
GO_Biological_Process_2021	glial cell differentiation (GO:0010001)	2/29	0.06983949830370577	0.2706020402165394	0	0	4.890131742480737	13.015357284252243	RELN;NFIB
GO_Biological_Process_2021	lamellipodium organization (GO:0097581)	2/29	0.06983949830370577	0.2706020402165394	0	0	4.890131742480737	13.015357284252243	CARMIL1;CDH13
GO_Biological_Process_2021	amacrine cell differentiation (GO:0035881)	1/5	0.07279028186522928	0.2706020402165394	0	0	16.468227424749166	43.14960195040858	RORB
GO_Biological_Process_2021	negative regulation of collateral sprouting (GO:0048671)	1/5	0.07279028186522928	0.2706020402165394	0	0	16.468227424749166	43.14960195040858	DCC
GO_Biological_Process_2021	reelin-mediated signaling pathway (GO:0038026)	1/5	0.07279028186522928	0.2706020402165394	0	0	16.468227424749166	43.14960195040858	RELN
GO_Biological_Process_2021	regulation of barbed-end actin filament capping (GO:2000812)	1/5	0.07279028186522928	0.2706020402165394	0	0	16.468227424749166	43.14960195040858	CARMIL1
GO_Biological_Process_2021	regulation of catecholamine uptake involved in synaptic transmission (GO:0051940)	1/5	0.07279028186522928	0.2706020402165394	0	0	16.468227424749166	43.14960195040858	DRD1
GO_Biological_Process_2021	bundle of His cell action potential (GO:0086043)	1/5	0.07279028186522928	0.2706020402165394	0	0	16.468227424749166	43.14960195040858	CACNA2D1
GO_Biological_Process_2021	camera-type eye photoreceptor cell differentiation (GO:0060219)	1/5	0.07279028186522928	0.2706020402165394	0	0	16.468227424749166	43.14960195040858	DSCAM
GO_Biological_Process_2021	cardiac endothelial cell differentiation (GO:0003348)	1/5	0.07279028186522928	0.2706020402165394	0	0	16.468227424749166	43.14960195040858	NRG1
GO_Biological_Process_2021	cardiac muscle cell myoblast differentiation (GO:0060379)	1/5	0.07279028186522928	0.2706020402165394	0	0	16.468227424749166	43.14960195040858	NRG1
GO_Biological_Process_2021	regulation of chloride transport (GO:2001225)	1/5	0.07279028186522928	0.2706020402165394	0	0	16.468227424749166	43.14960195040858	GRM5
GO_Biological_Process_2021	negative regulation of organ growth (GO:0046621)	1/5	0.07279028186522928	0.2706020402165394	0	0	16.468227424749166	43.14960195040858	SLC6A4
GO_Biological_Process_2021	cellular response to cGMP (GO:0071321)	1/5	0.07279028186522928	0.2706020402165394	0	0	16.468227424749166	43.14960195040858	PDE3A
